Movie,['Director(s)'],['Cast']
Ghost World,['Terry Zwigoff'],"['Bob Balaban', 'Brad Renfro', 'Brian George', 'Charles C. Stevenson Jr.', 'Dave Sheridan', 'Debra Azar', 'Illeana Douglas', 'Pat Healy', 'Rini Bell', 'Scarlett Johansson', 'Stacey Travis', 'T.J. Thyne', 'Tom McGowan', 'Steve Buscemi', 'Thora Birch']"
Once,['John Carney'],"['Alaistair Foley', 'Bill Hodnett', 'Danuse Ktrestova', 'Darren Healy', 'Geoff Minogue', 'Gerard Hendrick', 'Hugh Walsh', 'Krzysztos Tlotka', 'Mal Whyte', 'Marcella Plunkett', 'Niall Cleary', 'Tomek Glowacki', 'Wiltold Owski', 'Glen Hansard', 'Markéta Irglová']"
Foreign Correspondent,['Alfred Hitchcock'],"['Albert Bassermann', 'Charles Halton', 'Charles Wagenheim', 'Eddie Conrad', 'Edmund Gwenn', 'Eduardo Ciannelli', 'Frances Carson', 'George Sanders', 'Harry Davenport', 'Herbert Marshall', 'Ian Wolfe', 'Martin Kosleck', 'Robert Benchley', 'Joel McCrea', 'Laraine Day']"
The Arbor,['Clio Barnard'],"['Andrea Dunbar', 'Andrew Dunbar', 'Christine Bottomley', 'David Dunbar', 'George Costigan', 'Jimi Mistry', 'Jonathan Jaynes', 'Kate Rutter', 'Lorraine Dunbar', 'Matthew McNulty', 'Monica Dolan', 'Natalie Gavin', 'Neil Dudgeon', 'Pamela Dunbar', 'Robert Emms']"
Long Day's Journey Into Night,['Gan Bi'],"['Jian Jun Ding', 'Kailong Jiang', 'Ming Dao', 'Xi Qi', 'Zezhi Long', 'Chun-hao Tuan', 'Feiyang Luo', 'Hong-Chi Lee', 'Jue Huang', 'Li Meng', 'Lixun Xie', 'Meihuizi Zeng', 'Sylvia Chang', 'Wei Tang', 'Yanmin Bi', 'Yongzhong Chen']"
Richard III,['Laurence Olivier'],"['Andrew Cruickshank', 'Clive Morton', 'Norman Fisher', 'Russell Thorndike', 'Wallace Bosco', 'Cedric Hardwicke', 'Claire Bloom', 'John Gielgud', 'Laurence Olivier', 'Mary Kerridge', 'Nicholas Hannen', 'Pamela Brown', 'Paul Huson', 'Ralph Richardson', 'Stewart Allen']"
Democrats,['Camilla Nielsson'],['Paul Mangwana']
The Lion King,"['Rob Minkoff', 'Roger Allers']","['Cheech Marin', 'Ernie Sabella', 'Jim Cummings', 'Jonathan Taylor Thomas', 'Madge Sinclair', 'Moira Kelly', 'Nathan Lane', 'Niketa Calame', 'Robert Guillaume', 'Rowan Atkinson', 'Zoe Leader', 'James Earl Jones', 'Jeremy Irons', 'Matthew Broderick', 'Whoopi Goldberg']"
4 Little Girls,['Spike Lee'],"['Alpha Robertson', 'Arthur Hanes Jr.', 'Carole C. Smitherman', 'Carolyn Lee Brown', 'Dianne Braddock', 'Florence Terrell', 'Harold McNair', 'Helen Pegues', 'Queen Nunn', 'Chris McNair', 'Fred Shuttlesworth', 'Howell Raines', 'Maxine McNair', 'Wamo Reed Robertson', 'Wyatt Tee Walker']"
Wild Strawberries,['Ingmar Bergman'],"['Åke Fridell', 'Gunnar Sjöberg', 'Max von Sydow', 'Sif Ruud', 'Yngve Nordwall', 'Bibi Andersson', 'Björn Bjelfvenstam', 'Folke Sundquist', 'Gertrud Fridh', 'Gunnar Björnstrand', 'Gunnel Broström', 'Ingrid Thulin', 'Jullan Kindahl', 'Naima Wifstrand', 'Victor Sjöström']"
Crime + Punishment,['Stephen T. Maing'],"[""Manuel 'Manny' Gomez"", 'Rukia Lumumba', 'Sandy Gonzales']"
The Seventh Seal,['Ingmar Bergman'],"['Åke Fridell', 'Anders Ek', 'Erik Strandmark', 'Gunnar Olsson', 'Siv Aleros', 'Bengt Ekerot', 'Bertil Anderberg', 'Bibi Andersson', 'Gunnar Björnstrand', 'Gunnel Lindblom', 'Inga Gill', 'Inga Landgré', 'Maud Hansson', 'Max von Sydow', 'Nils Poppe']"
How Green Was My Valley,['John Ford'],"['Ann E. Todd', 'Arthur Shields', 'Frederick Worlock', 'Morton Lowry', 'Richard Fraser', 'Anna Lee', 'Barry Fitzgerald', 'Donald Crisp', 'John Loder', ""Maureen O'Hara"", 'Patric Knowles', 'Roddy McDowall', 'Sara Allgood', 'Walter Pidgeon', 'Welsh Singers']"
Azor,['Andreas Fontana'],"['Alexandre Trocki', 'Carmen Iriondo', 'Elli Medeiros', 'Fabrizio Rongione', 'Gilles Privat', 'Juan Pablo Geretto', 'Juan Trench', 'Pablo Torre Nilson', 'Stéphanie Cléau', 'Yvain Juillard']"
Y Tu Mamá También,['Alfonso Cuarón'],"['Ana López Mercado', 'Andrés Almeida', 'Arturo Ríos', 'Daniel Giménez Cacho', 'Diana Bracho', 'Diego Luna', 'Emilio Echevarría', 'Giselle Audirac', 'Juan Carlos Remolina', 'Liboria Rodríguez', 'María Aura', 'Marta Aura', 'Nathan Grinberg', 'Verónica Langer', 'Gael García Bernal', 'Maribel Verdú']"
Paddington 2,['Paul King'],"['Alex Jordan', 'Ben Miller', 'Ben Whishaw', 'Brendan Gleeson', 'Daniel Stisen', 'Deepak Anand', 'Emeson Nwolie', 'Helena Holmes', 'Hugh Bonneville', 'Hugh Grant', 'Imelda Staunton', 'Jackson Kai', 'Jag Patel', 'Jamie Demetriou', 'Jason Wright', 'Javone Prince', 'Jermaine Humes', 'Jessica Hynes', 'Jim Broadbent', 'Joanna Lumley', 'Julie Walters', 'Kobna Holdbrook-Smith', 'Kya Garwood', 'Madeleine Harris', 'Marlonde Pierre', 'Nicholas Woodeson', 'Noah Taylor', 'Peter Capaldi', 'Richard Ayoade', 'Robbie Gee', 'Sally Hawkins', 'Samuel Joslin', 'Sanjeev Bhaskar', 'Tom Davis', 'Ben Miller', 'Ben Whishaw', 'Brendan Gleeson', 'Daniel Stisen', 'Helena Holmes', 'Hugh Bonneville', 'Hugh Grant', 'Imelda Staunton', 'Jessica Hynes', 'Jim Broadbent', 'Julie Walters', 'Madeleine Harris', 'Marie-France Alvarez', 'Michael Gambon', 'Noah Taylor', 'Peter Capaldi', 'Richard Ayoade', 'Sally Hawkins', 'Samuel Joslin']"
The Little Mermaid,"['John Musker', 'Ron Clements']","['Ben Wright', 'Debbie Shapiro Gravitte', 'Hamilton Camp', 'Robert Weil', 'Will Ryan', 'Buddy Hackett', 'Christopher Daniel Barnes', 'Edie McClurg', 'Jason Marin', 'Jodi Benson', 'Kenneth Mars', 'Paddi Edwards', 'Pat Carroll', 'René Auberjonois', 'Samuel E. Wright']"
City Hall,['Frederick Wiseman'],['Marty Walsh']
Capote,['Bennett Miller'],"['Allie Mickelson', 'Andrew Farago', 'Bronwen Coleman', 'Chris Cooper', 'Craig Archibald', 'David Wilson Barnes', 'Kate Shindle', 'Kelci Stephenson', 'Ken Krotowich', 'Kwesi Ameyaw', 'Michael J. Burg', 'R.D. Reid', 'Rob McLaughlin', 'Catherine Keener', 'Philip Seymour Hoffman']"
The Death of Stalin,['Armando Iannucci'],"['Alexandr Piskunov', 'Andrey Korzhenevskiy', 'Andy Gathergood', 'Cara Horgan', 'Dermot Crowley', 'Diana Quick', 'Jeremy Limb', 'Jonathan Aris', 'Justin Edwards', 'Nicholas Woodeson', 'Paul Ready', 'Paul Whitehouse', 'Roger Ashton-Griffiths', 'Simon Russell Beale', 'Sylvestra Le Touzel', 'Tom Brooke', 'Yulya Muhrygina', 'Adrian McLoughlin', 'Andrea Riseborough', 'Jason Isaacs', 'Jeffrey Tambor', 'Jonathan Aris', 'Justin Edwards', 'Michael Palin', 'Olga Kurylenko', 'Paddy Considine', 'Paul Ready', 'Richard Brake', 'Roger Ashton-Griffiths', 'Rupert Friend', 'Simon Russell Beale', 'Steve Buscemi', 'Sylvestra Le Touzel', 'Tom Brooke', 'Yulya Muhrygina']"
Miracle on 34th Street,['George Seaton'],"['Dorothy Christy', 'Harry Antrim', 'Kevin Burke', 'Lela Bliss', 'Walden Boyle', 'Edmund Gwenn', 'Gene Lockhart', 'Jack Albertson', 'Jerome Cowan', 'John Payne', ""Maureen O'Hara"", 'Natalie Wood', 'Philip Tonge', 'Porter Hall', 'William Frawley']"
Strangers on a Train,['Alfred Hitchcock'],"['Joel Allen', 'Monya Andre', 'Murray Alper', 'Norma Varden', 'Robert Gist', 'Farley Granger', 'Howard St. John', 'John Brown', 'Jonathan Hale', 'Kasey Rogers', 'Leo G. Carroll', 'Marion Lorne', 'Patricia Hitchcock', 'Robert Walker', 'Ruth Roman']"
Tulpan,['Sergei Dvortsevoy'],"['Askhat Kuchencherekov', 'Bereke Turganbayev', 'Ondas Besikbasov', 'Samal Esljamova', 'Tolepbergen Baisakalov']"
Manuscripts Don't Burn,['Mohammad Rasoulof'],[]
In Transit,"['Albert Maysles', 'Benjamin Wu', 'David Usui', 'Lynn True', 'Nelson Walker III']",[]
"Three Billboards Outside Ebbing, Missouri",['Martin McDonagh'],"['Abbie Cornish', 'Amanda Mason Warren', 'Brendan Sexton III', 'Caleb Landry Jones', 'Clarke Peters', 'Frances McDormand', 'John Hawkes', 'Kathryn Newton', 'Kerry Condon', 'Lucas Hedges', 'Malaya Rivera Drew', 'Nick Searcy', 'Peter Dinklage', 'Sam Rockwell', 'Samara Weaving', 'Sandy Martin', 'Selah Atwood', 'Woody Harrelson', 'Željko Ivanek', 'Abbie Cornish', 'Alejandro Barrios', 'Caleb Landry Jones', 'Clarke Peters', 'Darrell Britt-Gibson', 'Frances McDormand', 'Jason Redford', 'John Hawkes', 'Kathryn Newton', 'Kerry Condon', 'Lucas Hedges', 'Peter Dinklage', 'Riya May Atwood', 'Sam Rockwell', 'Samara Weaving', 'Woody Harrelson', 'Željko Ivanek']"
Quest,['Jonathan Olshefski'],"['Alfonso Glenn', 'Daniel Moll', 'Kevin V. Kelley', 'Meatball', 'Tyrone Moore', 'Adia Dillon', ""Christine'a Rainey"", 'Christopher Rainey', 'David Barnes', 'Isaiah Byrd', 'James Blakely', 'Nicole Byrd', 'P.J. Rainey', 'Price', 'William Withers']"
Au Revoir les Enfants,['Louis Malle'],"['Arnaud Henriet', 'Jean-Sébastien Chauvin', 'Luc Etienne', 'Richard Leboeuf', 'Xavier Legrand', 'Benoît Henriet', 'Francine Racette', 'François Berléand', 'François Négret', 'Gaspard Manesse', 'Pascal Rivet', 'Peter Fitz', 'Philippe Morier-Genoud', 'Raphael Fejtö', 'Stanislas Carré de Malberg']"
A Film Unfinished,['Yael Hersonski'],"['Alexander Beyer', 'Rüdiger Vogler', 'Alexander Beyer', 'Rüdiger Vogler']"
Things to Come,['Mia Hansen-Løve'],"['André Marcon', 'Charline Bourgeois-Tacquet', 'Edith Scob', 'Elise Lhomeau', 'Grégoire Montana', 'Guy-Patrick Sainderichin', 'Isabelle Huppert', 'Larissa Guist', 'Lina Benzerti', 'Lionel Dray', 'Marion Ploquin', 'Rachel Arditi', 'Roman Kolinka', 'Sarah Lepicard', 'Solal Forte', 'Yves Heck']"
The Grand Budapest Hotel,['Wes Anderson'],"['Adrien Brody', 'Bill Murray', 'Bob Balaban', 'Edward Norton', 'F. Murray Abraham', 'Harvey Keitel', 'Jason Schwartzman', 'Jeff Goldblum', 'Jude Law', 'Léa Seydoux', 'Owen Wilson', 'Ralph Fiennes', 'Saoirse Ronan', 'Tilda Swinton', 'Tom Wilkinson', 'Willem Dafoe', 'Adrien Brody', 'Bill Murray', 'Edward Norton', 'F. Murray Abraham', 'Harvey Keitel', 'Jeff Goldblum', 'Jude Law', 'Léa Seydoux', 'Mathieu Amalric', 'Ralph Fiennes', 'Saoirse Ronan', 'Willem Dafoe']"
Great Freedom,['Sebastian Meise'],"['Daniel Wagner', 'Ernst Sigot', 'Fabian Stumm', 'Thomas Stecher', 'Thomas Wehling', 'Alfred Hartung', 'Andreas Patton', 'Anton von Lucke', 'Franz Rogowski', 'Georg Friedrich', 'Joachim Schönfeld', 'Johannes Cramer', 'Klaus Huhle', 'Thomas Prenn', 'Ulrich Faßnacht']"
Winter Sleep,['Nuri Bilge Ceylan'],"['Ayberk Pekcan', 'Demet Akbag', 'Ekrem Ilhan', 'Emirhan Doruktutan', 'Fatma Deniz Yildiz', 'Haluk Bilginer', 'Mehmet Ali Nuroglu', 'Melisa Sözen', 'Nadir Saribacak', 'Nejat Isler', 'Rabia Özel', 'Serhat Mustafa Kiliç', 'Tamer Levent']"
A Star Is Born,['Bradley Cooper'],"['Amanda Fields', 'Andrew Dice Clay', 'Andrew Michaels', 'Anthony Ramos', 'Barry Shabaka Henley', 'Bonnie Somerville', 'Bradley Cooper', 'Brandi Carlile', 'Carlo Sciortino', ""D.J. 'Shangela' Pierce"", 'Dave Chappelle', 'Eddie Griffin', 'Erik Landreth', 'Eunice Chiweshe Goldstein', 'Gabe Fazio', 'Greg Grunberg', 'Jacob Taylor', 'Joseph Kelly', 'Lady Gaga', 'Lukas Nelson', 'Michael D. Roberts', 'Michael Harney', 'Presley Cash', 'Rafi Gavron', 'Rebecca Field', 'Ron Rifkin', 'Sam Elliott', 'Sean Ayub', 'Steven Ciceron', 'Willam Belli', 'Alec Baldwin', 'Andrew Dice Clay', 'Anthony Ramos', 'Bonnie Somerville', 'Bradley Cooper', ""D.J. 'Shangela' Pierce"", 'Dave Chappelle', 'Eddie Griffin', 'Greg Grunberg', 'Lady Gaga', 'Marlon Williams', 'Michael Harney', 'Rafi Gavron', 'Sam Elliott', 'Willam Belli']"
Citizenfour,['Laura Poitras'],"['Barack Obama', 'Edward Snowden', 'Ewen MacAskill', 'Glenn Greenwald', 'Jacob Appelbaum', 'Jeremy Scahill', 'Julian Assange', 'Kevin Bankston', 'Laura Poitras', 'Lindsay Mills', 'William Binney', 'Edward Snowden', 'Glenn Greenwald']"
Time Out,['Laurent Cantet'],"['Christophe Charles', 'Didier Perez', 'Elisabeth Joinet', 'Félix Cantet', 'Jean-Pierre Mangeot', 'Marie Cantet', 'Maxime Sassier', 'Monique Mangeot', 'Nicolas Kalsch', 'Nigel Palmer', 'Olivier Lejoubioux', 'Philippe Jouannet', 'Serge Livrozet', 'Aurélien Recoing', 'Karin Viard']"
The Blue Angel (re-release),['Josef von Sternberg'],"['Carl Balhaus', 'Charles Puffy', 'Eduard von Winterstein', 'Gerhard Bienert', 'Hans Roth', 'Reinhold Bernt', 'Robert Klein-Lörk', 'Roland Varno', 'Rolf Müller', 'Wilhelm Diegelmann', 'Emil Jannings', 'Hans Albers', 'Kurt Gerron', 'Marlene Dietrich', 'Rosa Valetti']"
Thelma & Louise,['Ridley Scott'],"['Brad Pitt', 'Carol Mansell', 'Christopher McDonald', 'Harvey Keitel', 'Jason Beghe', 'Ken Swofford', 'Lucinda Jenney', 'Michael Madsen', 'Shelly Desai', 'Sonny Carl Davis', 'Stephen Polk', 'Stephen Tobolowsky', 'Timothy Carhart', 'Geena Davis', 'Susan Sarandon']"
Away from Her,['Sarah Polley'],"['Alberta Watson', 'Andrew Moodie', 'Carolyn Hetherington', 'Clare Coulter', 'Deanna Dezmari', 'Grace Lynn Kung', 'Judy Sinclair', 'Lili Francks', 'Olympia Dukakis', 'Stacey LaBerge', 'Thomas Hauff', 'Tom Harvey', 'Wendy Crewson', 'Gordon Pinsent', 'Julie Christie']"
The Fallen Idol (re-release),['Carol Reed'],"['Bernard Lee', 'Bobby Henrey', 'Dandy Nichols', ""Denis O'Dea"", 'Geoffrey Keen', 'Gerard Heinz', 'Jack Hawkins', 'James Hayter', 'Joan Young', 'Karel Stepanek', 'Sonia Dresdel', 'Torin Thatcher', 'Walter Fitzgerald', 'Michèle Morgan', 'Ralph Richardson']"
The Father,['Florian Zeller'],"['Adnan Kundi', 'Anthony Hopkins', 'Evie Wray', 'Imogen Poots', 'Mark Gatiss', 'Olivia Colman', 'Olivia Williams', 'Ray Burnet', 'Rufus Sewell']"
Fat City,['John Huston'],"['Al Silvani', 'Álvaro López', 'Bill Riddle', 'Carl D. Parker', 'Ruben Navarro', 'Art Aragon', 'Billy Walker', 'Candy Clark', 'Curtis Cokes', 'Jeff Bridges', 'Nicholas Colasanto', 'Sixto Rodriguez', 'Stacy Keach', 'Susan Tyrrell', 'Wayne Mahan']"
Foxtrot,['Samuel Maoz'],"['Aryeh Cherner', 'Eden Daniel', 'Eden Gmliel', 'Ilia Grosz', 'Itay Exlroad', 'Yael Eisenberg', 'Aryeh Cherner', 'Dekel Adin', 'Gefen Barkai', 'Lior Ashkenazi', 'Rami Buzaglo', 'Ran Buxenbaum', 'Sarah Adler', 'Shaul Amir', 'Shira Haas', 'Yehuda Almagor', 'Yonaton Shiray']"
Howards End,['James Ivory'],"['Adrian Ross Magenty', 'Helena Bonham Carter', 'Ian Latimer', 'James Wilby', 'Jemma Redgrave', 'Jo Kendall', 'Joseph Bennett', 'Mary Nash', 'Prunella Scales', 'Samuel West', 'Siegbert Prawer', 'Susie Lindeman', 'Vanessa Redgrave', 'Anthony Hopkins', 'Emma Thompson']"
The Innocents,['Jack Clayton'],"['Clytie Jessop', 'Eric Woodburn', 'Isla Cameron', 'Martin Stephens', 'Megs Jenkins', 'Michael Redgrave', 'Pamela Franklin', 'Deborah Kerr', 'Peter Wyngarde']"
Inside Job,['Charles Ferguson'],"['Matt Damon', 'Matt Damon']"
Sweet Country,['Warwick Thornton'],"['Sam Neill', 'Sotiris Tzelios', 'Thomas M. Wright', 'Anni Finsterer', 'Bryan Brown', 'Ewen Leslie', 'Gibson John', 'Hamilton Morris', 'Lachlan J. Modrzynski', 'Matt Day', 'Natassia Gorey Furber', 'Sam Neill', 'Tremayne Doolan', 'Trevon Doolan']"
Leave No Trace,['Debra Granik'],"['Alyssa Lynn', 'Art Hickman', 'Bob Werfelman', 'David Pittman', 'Eric Sahlstrom', 'Jeff Kober', 'Jeffery Rifflard', 'Kyle Stoltz', 'Lane Stiemsma', 'Michael J. Prosser', 'Peter Simpson', 'Sabina Mach', 'Spencer S. Hanley', 'Stephanie Barton-Farcas', 'Tamera Westlake', 'Thomasin McKenzie', 'Tony Ruiz', 'Zack Leary', 'Alyssa Lynn', 'Ayanna Berkshire', 'Ben Foster', 'Dale Dickey', 'Dana Millican', 'Derek John Drescher', 'Erik McGlothlin', 'Isaiah Stone', 'Jeff Kober', 'Jeffery Rifflard', 'Kyle Stoltz', 'Lane Stiemsma', 'Michael Draper', 'Peter James DeLuca', 'Peter Simpson', 'Ryan Joiner', 'Thomasin McKenzie']"
Three Colors: White,['Krzysztof Kieslowski'],"['Aleksander Bardini', 'Barbara Dziekan', 'Cezary Harasimowicz', 'Cezary Pazura', 'Francis Coffinet', 'Grzegorz Warchol', 'Janusz Gajos', 'Jerzy Nowak', 'Jerzy Stuhr', 'Jerzy Trela', 'Michel Lisowski', 'Philippe Morier-Genoud', 'Piotr Machalica', 'Julie Delpy', 'Zbigniew Zamachowski']"
Chicken Run,"['Nick Park', 'Peter Lord']","['Benjamin Whitrow', 'Imelda Staunton', 'Jane Horrocks', 'Jo Allen', 'John Sharian', 'Laura Strachan', 'Lisa Kay', 'Lynn Ferguson', 'Miranda Richardson', 'Penélope Cruz', 'Phil Daniels', 'Timothy Spall', 'Tony Haygarth', 'Julia Sawalha', 'Mel Gibson']"
The King's Speech,['Tom Hooper'],"['Anthony Andrews', 'Calum Gittins', 'Derek Jacobi', 'Dominic Applewhite', 'Eve Best', 'Filippo Delaunay', 'Freya Wilson', 'Guy Pearce', 'Harry Sims', 'Jennifer Ehle', 'Max Callum', 'Michael Gambon', 'Tim Downie', 'Timothy Spall', 'Colin Firth', 'Geoffrey Rush', 'Helena Bonham Carter']"
Parallel Mothers,['Pedro Almodóvar'],"['Arantxa Aranguren', 'Carmen Flores', 'Trinidad Iglesias', 'Adelfa Calvo', 'Aitana Sánchez-Gijón', 'Daniela Santiago', 'Inma Ochoa', 'Israel Elejalde', 'José Javier Domínguez', 'Julieta Serrano', 'Milena Smit', 'Penélope Cruz', 'Rossy de Palma']"
Hell or High Water,['David Mackenzie'],"['Alma Sisneros', 'Amber Midthunder', 'Ben Foster', 'Buck Taylor', 'Chris Pine', 'Crystal Gonzales', 'Dale Dickey', 'Dylan Kenin', 'Gil Birmingham', 'Gregory Cruz', 'Howard Ferguson Jr.', 'J. Nathan Simmons', 'Jackamoe Buzzell', 'Jeff Bridges', 'Joe Berryman', 'John-Paul Howard', 'Katy Mixon', 'Keith Meriweather', 'Kevin Rankin', 'Kristin Berg', 'Lora Martinez-Cunningham', 'Marin Ireland', 'Melanie Papalia', 'Ricky Lee', 'Taylor Sheridan', 'William Sterchi']"
Up,"['Bob Peterson', 'Pete Docter']","['Bob Peterson', 'Christopher Plummer', 'Danny Mann', 'David Kaye', 'Delroy Lindo', 'Donald Fullilove', 'Elie Docter', 'Jeremy Leary', 'Jerome Ranft', 'Jess Harnell', 'Josh Cooley', 'Mickie McGowan', 'Edward Asner', 'John Ratzenberger', 'Jordan Nagai']"
Shirkers,['Sandi Tan'],"['Ben Harrison', 'Georges Cardona', 'Grace Dane Mazur', 'Jasmine Kin Kia Ng', 'Philip Cheah', 'Sandi Tan', 'Sophia Siddique Harvey', 'Stephen Tyler']"
Mildred Pierce,['Michael Curtiz'],"['Betty Alexander', 'Bill Alcorn', 'George Anderson', 'James Anderson', 'Ramsay Ames', 'Ann Blyth', 'Bruce Bennett', 'Eve Arden', 'Jack Carson', 'Jo Ann Marlowe', 'Joan Crawford', 'Lee Patrick', 'Moroni Olsen', 'Veda Ann Borg', 'Zachary Scott']"
45365,"['Bill Ross IV', 'Turner Ross']",[]
Tootsie,['Sydney Pollack'],"['Bill Murray', 'Charles Durning', 'Dabney Coleman', 'Debra Mooney', 'Doris Belack', 'Ellen Foley', 'Geena Davis', 'George Gaynes', 'Jessica Lange', 'Lynne Thigpen', 'Peter Gatto', 'Ronald L. Schwary', 'Sydney Pollack', 'Teri Garr', 'Dustin Hoffman']"
Marooned in Iraq,['Bahman Ghobadi'],"['Allah-Morad Rashtian', 'Bahram Sarbazi', 'Faegh Mohamadi', ""Fathollah Sa'edi"", 'Hossein Rashid-Ghamat', 'Iran Ghobadi', 'Mariam Pouyani', 'Rojan Hosseini', 'Saeed Mohammadi', 'Shahab Ebrahimi']"
To Kill a Mockingbird,['Robert Mulligan'],"['Alice Ghostley', 'Brock Peters', 'Collin Wilcox Paxton', 'Crahan Denton', 'Estelle Evans', 'Frank Overton', 'James Anderson', 'John Megna', 'Paul Fix', 'Richard Hale', 'Robert Duvall', 'Rosemary Murphy', 'Ruth White', 'William Windom', 'Gregory Peck']"
Aquarius,['Kleber Mendonça Filho'],"['Barbara Colen', 'Buda Lira', 'Carla Ribas', 'Daniel Porpino', 'Fernando Teixeira', 'Germano Melo', 'Humberto Carrão', 'Irandhir Santos', 'Julia Bernat', 'Maeve Jinkings', 'Paula De Renor', 'Pedro Queiroz', 'Rubens Santos', 'Sônia Braga', 'Taylor Moore Silzer', 'Thaia Perez', 'Zoraide Coleto']"
"So Long, My Son",['Xiaoshuai Wang'],"['Cheng Xu', 'Jiang Du', 'Jingjing Li', 'Liya Ai', 'Mei Yong', 'Roy Wang', 'Wang Jinchun', 'Xi Qi', 'Zhao-Yan Guo-Zhang']"
Apollo 11,['Todd Douglas Miller'],"['Bruce McCandless II', 'Charles Duke', 'Gene Kranz', 'Glynn Lunney', 'Jim Lovell', 'Lyndon Johnson', 'Buzz Aldrin', 'Charles Duke', 'Clifford E. Charlesworth', 'Jack Benny', 'Janet Armstrong', 'Joan Ann Archer', 'Johnny Carson', 'Michael Collins', 'Neil Armstrong', 'Walter Cronkite']"
Anomalisa,"['Charlie Kaufman', 'Duke Johnson']","['David Thewlis', 'Jennifer Jason Leigh', 'Tom Noonan', 'David Thewlis', 'Jennifer Jason Leigh', 'Tom Noonan']"
Toy Story 2,"['Ash Brannon', 'John Lasseter', 'Lee Unkrich']","['Annie Potts', 'Don Rickles', 'Estelle Harris', 'Jim Varney', 'Joan Cusack', 'Jodi Benson', 'Joe Ranft', 'John Morris', 'John Ratzenberger', 'Kelsey Grammer', 'Laurie Metcalf', 'Wallace Shawn', 'Wayne Knight', 'Tim Allen', 'Tom Hanks']"
Black Panther,['Ryan Coogler'],"['Andy Serkis', 'Angela Bassett', 'Atandwa Kani', 'Bambadjan Bamba', 'Cecil M. Henry', 'Chadwick Boseman', 'Danai Gurira', 'Daniel Kaluuya', 'David S. Lee', 'Florence Kasumba', 'Forest Whitaker', 'Isaach De Bankolé', 'Jeremy Sample', 'John Kani', 'Letitia Wright', ""Lupita Nyong'o"", 'Martin Freeman', 'Michael B. Jordan', 'Michael David Yuhl', 'Phylicia Rashad', 'Sebastian Stan', 'Stan Lee', 'Sterling K. Brown', 'Sydelle Noel', 'Winston Duke', 'Andy Serkis', 'Angela Bassett', 'Chadwick Boseman', 'Danai Gurira', 'Daniel Kaluuya', 'Forest Whitaker', 'Letitia Wright', ""Lupita Nyong'o"", 'Martin Freeman', 'Michael B. Jordan', 'Stan Lee', 'Sterling K. Brown', 'Winston Duke']"
The Human Voice,['Pedro Almodóvar'],['Tilda Swinton']
Brooklyn,['John Crowley'],"['Aine Ni Mhuiri', 'Alisha Heng', 'Alisha Reis', 'Barbara Drennan', 'Brid Brennan', 'Domhnall Gleeson', ""Eileen O'Higgins"", 'Emily Bett Rickards', 'Emma Lowe', 'Emory Cohen', 'Eva Birthistle', 'Eve Macklin', 'Fiona Glascott', 'Gillian McCarthy', 'Hugh Gormley', 'James Corscadden', 'Jane Brennan', 'Jenn Murray', 'Jim Broadbent', 'Julie Walters', 'Karen Belfo', 'Maeve McGrath', ""Mary O'Driscoll"", 'Matt Glynn', 'Michael Zegen', 'Nora-Jane Noone', 'Paulino Nuñes', 'Peter Campion', 'Saoirse Ronan', 'Jim Broadbent', 'Julie Walters', 'Saoirse Ronan']"
Nobody Knows,['Hirokazu Koreeda'],"['Hanae Kan', 'Kazuyoshi Kushida', ""Ken'ichi Endô"", 'Ryo Kase', 'Sei Hiraizumi', 'Susumu Terajima', 'Takako Tate', 'You', 'Yûichi Kimura', 'Yukiko Okamoto', 'Ayu Kitaura', 'Hiei Kimura', 'Momoko Shimizu', 'Yûya Yagira']"
Life Is Sweet,['Mike Leigh'],"['Claire Skinner', 'David Neilson', 'David Thewlis', 'Harriet Thorpe', 'Jack Thorpe-Baker', 'Jane Horrocks', 'Moya Brady', 'Paul Trussel', 'Stephen Rea', 'Timothy Spall', 'Alison Steadman', 'Jim Broadbent']"
Faces,['John Cassavetes'],"['Anita White', 'Ann Shirley', 'Dave Mazzie', 'Elizabeth Deering', 'Julie Gambol', 'Darlene Conley', 'Dorothy Gulliver', 'Fred Draper', 'Gena Rowlands', 'Gene Darfler', 'Joanne Moore Jordan', 'John Marley', 'Lynn Carlin', 'Seymour Cassel', 'Val Avery']"
Mary Poppins,['Robert Stevenson'],"['Arthur Malet', 'Arthur Treacher', 'David Tomlinson', 'Ed Wynn', 'Elsa Lanchester', 'Glynis Johns', 'Hermione Baddeley', 'James Logan', 'Jane Darwell', 'Karen Dotrice', 'Matthew Garber', 'Reginald Owen', 'Reta Shaw', 'Dick Van Dyke', 'Julie Andrews']"
The Lord of the Rings: The Two Towers,['Peter Jackson'],"['Bernard Hill', 'Billy Boyd', 'Brad Dourif', 'Bruce Allpress', 'Bruce Hopkins', 'Calum Gittins', 'Cate Blanchett', 'Christopher Lee', 'Ian McKellen', 'Jed Brophy', 'John Bach', 'Orlando Bloom', 'Paris Howe Strewe', 'Sala Baker', 'Sam Comery', 'Sean Astin', 'Andy Serkis']"
